cve_id,vendor_project,product,threat_name,date_added,short_description,required_action,due_date,pub_date,cvss,cwe,Type,complexity,severity,results
CVE-2019-1132,microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,15-03-22,A privilege escalation vulnerability exists in Windows when the Win32k component fails to properly handle objects in memory.,Apply updates per vendor instructions.,05-04-22,15-07-19,7.8,NVD-CWE-noinfo,LOCAL,LOW,HIGH,0
CVE-2019-1129,microsoft,Windows,Microsoft Windows AppX Deployment Service (AppXSVC) Privilege Escalation Vulnerability,15-03-22,A privilege escalation vulnerability exists when Windows AppXSVC improperly handles hard links. An attacker who successfully exploited this vulnerability could run processes in an elevated context.,Apply updates per vendor instructions.,05-04-22,15-07-19,7.8,CWE-59,LOCAL,LOW,HIGH,0
CVE-2019-1069,microsoft,Task Scheduler,Microsoft Task Scheduler Privilege Escalation Vulnerability,15-03-22,A privilege escalation vulnerability exists in the way the Task Scheduler Service validates certain file operations.,Apply updates per vendor instructions.,05-04-22,12-06-19,7.8,CWE-59,LOCAL,LOW,HIGH,0
CVE-2019-1064,microsoft,Windows,Microsoft Windows AppX Deployment Service (AppXSVC) Privilege Escalation Vulnerability,15-03-22,A privilege escalation vulnerability exists when Windows AppXSVC improperly handles hard links. An attacker who successfully exploited this vulnerability could run processes in an elevated context.,Apply updates per vendor instructions.,05-04-22,12-06-19,7.8,CWE-59,LOCAL,LOW,HIGH,0
CVE-2019-0841,microsoft,Windows,Microsoft Windows AppX Deployment Service (AppXSVC) Privilege Escalation Vulnerability,15-03-22,A privilege escalation vulnerability exists when Windows AppXSVC improperly handles hard links. An attacker who successfully exploited this vulnerability could run processes in an elevated context.,Apply updates per vendor instructions.,05-04-22,09-04-19,7.8,CWE-59,LOCAL,LOW,HIGH,0
CVE-2019-0543,microsoft,Windows,Microsoft Windows Privilege Escalation Vulnerability,15-03-22,A privilege escalation vulnerability exists when Windows improperly handles authentication requests. An attacker who successfully exploited this vulnerability could run processes in an elevated context.,Apply updates per vendor instructions.,05-04-22,08-01-19,7.8,CWE-287,LOCAL,LOW,HIGH,0
CVE-2018-8120,microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,15-03-22,A privilege escalation vulnerability exists in Windows when the Win32k component fails to properly handle objects in memory.,Apply updates per vendor instructions.,05-04-22,09-05-18,7.0,CWE-404,LOCAL,HIGH,HIGH,0
CVE-2017-0101,microsoft,Windows,Microsoft Windows Transaction Manager Privilege Escalation Vulnerability,15-03-22,A privilege escalation vulnerability exists when the Windows Transaction Manager improperly handles objects in memory.,Apply updates per vendor instructions.,05-04-22,17-03-17,7.8,CWE-119,LOCAL,LOW,HIGH,0
CVE-2016-3309,microsoft,Windows,Microsoft Windows Kernel Privilege Escalation Vulnerability,15-03-22,A privilege escalation vulnerability exists when the Windows kernel fails to properly handle objects in memory. An attacker who successfully exploited this vulnerability could run arbitrary code in kernel mode.,Apply updates per vendor instructions.,05-04-22,09-08-16,7.8,CWE-264,LOCAL,LOW,HIGH,0
CVE-2022-26318,watchguard,Firebox and XTM Appliances,WatchGuard Firebox and XTM Appliances Arbitrary Code Execution,25-03-22,"On WatchGuard Firebox and XTM appliances, an unauthenticated user can execute arbitrary code.",Apply updates per vendor instructions.,15-04-22,04-03-22,9.8,NVD-CWE-noinfo,NETWORK,LOW,CRITICAL,1
CVE-2022-26143,mitel,"MiCollab, MiVoice Business Express","MiCollab, MiVoice Business Express Access Control Vulnerability",25-03-22,"A vulnerability has been identified in MiCollab and MiVoice Business Express that may allow a malicious actor to gain unauthorized access to sensitive information and services, cause performance degradations or a denial of service condition on the affected system.",Apply updates per vendor instructions.,15-04-22,10-03-22,9.8,CWE-863,NETWORK,LOW,CRITICAL,1
CVE-2022-21999,microsoft,Windows,Microsoft Windows Print Spooler Privilege Escalation Vulnerability,25-03-22,Microsoft Windows Print Spooler contains an unspecified vulnerability which can allow for privilege escalation.,Apply updates per vendor instructions.,15-04-22,09-02-22,7.8,CWE-269,LOCAL,LOW,HIGH,0
CVE-2021-42237,sitecore,XP,Sitecore XP Remote Command Execution Vulnerability,25-03-22,Sitcore XP contains an insecure deserialization vulnerability which can allow for remote code execution.,Apply updates per vendor instructions.,15-04-22,05-11-21,9.8,CWE-502,NETWORK,LOW,CRITICAL,1
CVE-2021-22941,citrix,ShareFile,Citrix ShareFile Improper Access Control Vulnerability,25-03-22,Improper Access Control in Citrix ShareFile storage zones controller may allow an unauthenticated attacker to remotely compromise the storage zones controller.,Apply updates per vendor instructions.,15-04-22,23-09-21,9.8,CWE-269,NETWORK,LOW,CRITICAL,1
CVE-2020-9377,d-link,DIR-610 Devices,D-Link DIR-610 Devices Remote Command Execution,25-03-22,D-Link DIR-610 devices allow remote code execution via the cmd parameter to command.php.,The impacted product is end-of-life and should be disconnected if still in use.,15-04-22,09-07-20,8.8,CWE-78,NETWORK,LOW,HIGH,0
CVE-2020-9054,zyxel,Multiple Network-Attached Storage (NAS) Devices,Zyxel Multiple NAS Devices OS Command Injection Vulnerability,25-03-22,"Multiple Zyxel network-attached storage (NAS) devices contain a pre-authentication command injection vulnerability, which may allow a remote, unauthenticated attacker to execute arbitrary code.",Apply updates per vendor instructions.,15-04-22,04-03-20,9.8,CWE-78,NETWORK,LOW,CRITICAL,1
CVE-2020-7247,openbsd,OpenSMTPD,OpenSMTPD Remote Code Execution Vulnerability,25-03-22,"smtp_mailaddr in smtp_session.c in OpenSMTPD, as used in OpenBSD and other products, allows remote attackers to execute arbitrary commands as root via a crafted SMTP session.",Apply updates per vendor instructions.,15-04-22,29-01-20,9.8,"CWE-78,CWE-755",NETWORK,LOW,CRITICAL,1
CVE-2020-5410,vmware tanzu,Spring Cloud Configuration (Config) Server,VMware Tanzu Spring Cloud Config Directory Traversal Vulnerability,25-03-22,"Spring, by VMware Tanzu, Cloud Config contains a path traversal vulnerability which allows applications to serve arbitrary configuration files.",Apply updates per vendor instructions.,15-04-22,02-06-20,7.5,CWE-22,NETWORK,LOW,HIGH,0
CVE-2020-25223,sophos,SG UTM,Sophos SG UTM Remote Code Execution Vulnerability,25-03-22,A remote code execution vulnerability exists in the WebAdmin of Sophos SG UTM.,Apply updates per vendor instructions.,15-04-22,25-09-20,9.8,NVD-CWE-noinfo,NETWORK,LOW,CRITICAL,1
CVE-2020-2506,qnap systems,Helpdesk,QNAP Helpdesk Improper Access Control Vulnerability,25-03-22,QNAP Helpdesk contains an improper access control vulnerability which could allow an attacker to gain privileges or to read sensitive information.,Apply updates per vendor instructions.,15-04-22,03-02-21,9.8,CWE-863,NETWORK,LOW,CRITICAL,1
CVE-2020-2021,palo alto,PAN-OS,Palo Alto PAN-OS Authentication Bypass Vulnerability,25-03-22,Palo Alto PAN-OS contains a vulnerability in SAML which allows an attacker to bypass authentication.,Apply updates per vendor instructions.,15-04-22,29-06-20,10.0,CWE-347,NETWORK,LOW,CRITICAL,1
CVE-2020-1956,apache,Kylin,Apache Kylin OS Command Injection Vulnerability,25-03-22,Apache Kylin contains an OS command injection vulnerability which could permit an attacker to perform remote code execution.,Apply updates per vendor instructions.,15-04-22,22-05-20,8.8,CWE-78,NETWORK,LOW,HIGH,0
CVE-2020-1631,juniper,Junos OS,Juniper Junos OS Path Traversal Vulnerability,25-03-22,"A path traversal vulnerability in the HTTP/HTTPS service used by J-Web, Web Authentication, Dynamic-VPN (DVPN), Firewall Authentication Pass-Through with Web-Redirect, and Zero Touch Provisioning (ZTP) allows an unauthenticated attacker to perform remote code execution.",Apply updates per vendor instructions.,15-04-22,04-05-20,9.8,CWE-22,NETWORK,LOW,CRITICAL,1
CVE-2019-6340,drupal,Core,Drupal Core Remote Code Execution Vulnerability,25-03-22,"In Drupal Core, some field types do not properly sanitize data from non-form sources. This can lead to arbitrary PHP code execution in some cases.",Apply updates per vendor instructions.,15-04-22,21-02-19,8.1,CWE-502,NETWORK,HIGH,HIGH,0
CVE-2019-2616,oracle,BI Publisher (Formerly XML Publisher),Oracle BI Publisher Unauthorized Access Vulnerability,25-03-22,"Oracle BI Publisher, formerly XML Publisher, contains an unspecified vulnerability which allows for various unauthorized actions. Open-source reporting attributes this vulnerability to allowing for authentication bypass.",Apply updates per vendor instructions.,15-04-22,23-04-19,7.2,NVD-CWE-noinfo,NETWORK,LOW,HIGH,0
CVE-2019-16920,d-link,Multiple Routers,D-Link Multiple Routers Command Injection Vulnerability,25-03-22,Multiple D-Link routers contain a command injection vulnerability which can allow attackers to achieve full system compromise.,The impacted product is end-of-life and should be disconnected if still in use.,15-04-22,27-09-19,9.8,CWE-78,NETWORK,LOW,CRITICAL,1
CVE-2019-15107,webmin,Webmin,Webmin Command Injection Vulnerability,25-03-22,An issue was discovered in Webmin. The parameter old in password_change.cgi contains a command injection vulnerability.,Apply updates per vendor instructions.,15-04-22,16-08-19,9.8,CWE-78,NETWORK,LOW,CRITICAL,1
CVE-2019-12991,citrix,SD-WAN and NetScaler,Citrix SD-WAN and NetScaler Command Injection Vulnerability,25-03-22,Authenticated Command Injection in Citrix SD-WAN Appliance and NetScaler SD-WAN Appliance.,Apply updates per vendor instructions.,15-04-22,16-07-19,8.8,CWE-78,NETWORK,LOW,HIGH,0
CVE-2019-12989,citrix,SD-WAN and NetScaler,Citrix SD-WAN and NetScaler SQL Injection Vulnerability,25-03-22,Citrix SD-WAN and NetScaler SD-WAN allow SQL Injection.,Apply updates per vendor instructions.,15-04-22,16-07-19,9.8,CWE-89,NETWORK,LOW,CRITICAL,1
CVE-2019-11043,php,FastCGI Process Manager (FPM),PHP FastCGI Process Manager (FPM) Buffer Overflow Vulnerability,25-03-22,"In some versions of PHP in certain configurations of FPM setup, it is possible to cause FPM module to write past allocated buffers allowing the possibility of remote code execution.",Apply updates per vendor instructions.,15-04-22,28-10-19,9.8,CWE-787,NETWORK,LOW,CRITICAL,1
CVE-2019-10068,kentico,Xperience,Kentico Xperience Deserialization of Untrusted Data Vulnerability,25-03-22,Kentico contains a failure to validate security headers. This deserialization can led to unauthenticated remote code execution.,Apply updates per vendor instructions.,15-04-22,26-03-19,9.8,CWE-502,NETWORK,LOW,CRITICAL,1
CVE-2019-1003030,jenkins,Matrix Project Plugin,Jenkins Matrix Project Plugin Remote Code Execution Vulnerability,25-03-22,"Jenkins Matrix Project plugin contains a vulnerability which can allow users to escape the sandbox, opening opportunity to perform remote code execution.",Apply updates per vendor instructions.,15-04-22,08-03-19,9.9,CWE-693,NETWORK,LOW,CRITICAL,1
CVE-2019-0903,microsoft,Graphics Device Interface (GDI),Microsoft GDI Remote Code Execution Vulnerability,25-03-22,A remote code execution vulnerability exists in the way that the Windows Graphics Device Interface (GDI) handles objects in the memory. An attacker who successfully exploited this vulnerability could take control of the affected system.,Apply updates per vendor instructions.,15-04-22,16-05-19,8.8,NVD-CWE-noinfo,NETWORK,LOW,HIGH,0
CVE-2018-8414,microsoft,Windows,Microsoft Windows Shell Remote Code Execution Vulnerability,25-03-22,A remote code execution vulnerability exists when the Windows Shell does not properly validate file paths.,Apply updates per vendor instructions.,15-04-22,15-08-18,8.8,CWE-20,NETWORK,LOW,HIGH,0
CVE-2018-8373,microsoft,Internet Explorer Scripting Engine,Microsoft Scripting Engine Memory Corruption Vulnerability,25-03-22,A remote code execution vulnerability exists in the way that the scripting engine handles objects in memory in Internet Explorer.,Apply updates per vendor instructions.,15-04-22,15-08-18,7.5,CWE-787,NETWORK,HIGH,HIGH,0
CVE-2018-6961,vmware,SD-WAN Edge,VMware SD-WAN Edge by VeloCloud Command Injection Vulnerability,25-03-22,VMware SD-WAN Edge by VeloCloud contains a command injection vulnerability in the local web UI component. Successful exploitation of this issue could result in remote code execution.,Apply updates per vendor instructions.,15-04-22,11-06-18,8.1,CWE-78,NETWORK,HIGH,HIGH,0
CVE-2018-14839,lg,N1A1 NAS,LG N1A1 NAS Remote Command Execution Vulnerability,25-03-22,LG N1A1 NAS 3718.510 is affected by a remote code execution vulnerability.,Apply updates per vendor instructions.,15-04-22,14-05-19,9.8,CWE-78,NETWORK,LOW,CRITICAL,1
CVE-2018-1273,vmware tanzu,Spring Data Commons,VMware Tanzu Spring Data Commons Property Binder Vulnerability,25-03-22,Spring Data Commons contains a property binder vulnerability which can allow an attacker to perform remote code execution.,Apply updates per vendor instructions.,15-04-22,11-04-18,9.8,CWE-20,NETWORK,LOW,CRITICAL,1
CVE-2018-11138,quest,KACE System Management Appliance,Quest KACE System Management Appliance Remote Command Execution Vulnerability,25-03-22,The '/common/download_agent_installer.php' script in the Quest KACE System Management Appliance is accessible by anonymous users and can be abused to perform remote code execution.,Apply updates per vendor instructions.,15-04-22,31-05-18,9.8,CWE-78,NETWORK,LOW,CRITICAL,1
CVE-2018-0147,cisco,Secure Access Control System (ACS),Cisco Secure Access Control System Java Deserialization Vulnerability,25-03-22,"A vulnerability in Java deserialization used by Cisco Secure Access Control System (ACS) could allow an unauthenticated, remote attacker to execute arbitrary commands on an affected device. The vulnerability is due to insecure deserialization of user-supplied content by the affected software.",Apply updates per vendor instructions.,15-04-22,08-03-18,9.8,CWE-502,NETWORK,LOW,CRITICAL,1
CVE-2018-0125,cisco,VPN Routers,Cisco VPN Routers Remote Code Execution Vulnerability,25-03-22,"A vulnerability in the web interface of the Cisco VPN Routers could allow an unauthenticated, remote attacker to execute arbitrary code as root and gain full control of an affected system.",Apply updates per vendor instructions.,15-04-22,08-02-18,9.8,CWE-20,NETWORK,LOW,CRITICAL,1
CVE-2017-6334,netgear,DGN2200 Devices,NETGEAR DGN2200 Devices OS Command Injection Vulnerability,25-03-22,dnslookup.cgi on NETGEAR DGN2200 devices with firmware through 10.0.0.50 allows remote authenticated users to execute arbitrary OS commands,The impacted product is end-of-life and should be disconnected if still in use.,15-04-22,06-03-17,8.8,CWE-78,NETWORK,LOW,HIGH,0
CVE-2017-6316,citrix,"NetScaler SD-WAN Enterprise, CloudBridge Virtual WAN, and XenMobile Server",Citrix Multiple Products Remote Code Execution Vulnerability,25-03-22,"A vulnerability has been identified in the management interface of Citrix NetScaler SD-WAN Enterprise and Standard Edition and Citrix CloudBridge Virtual WAN Edition that could result in an unauthenticated, remote attacker being able to execute arbitrary code as a root user. This vulnerability also affects XenMobile Server.",Apply updates per vendor instructions.,15-04-22,20-07-17,9.8,CWE-20,NETWORK,LOW,CRITICAL,1
CVE-2017-3881,cisco,IOS and IOS XE,Cisco IOS and IOS XE Remote Code Execution Vulnerability,25-03-22,"A vulnerability in the Cisco Cluster Management Protocol (CMP) processing code in Cisco IOS and Cisco IOS XE Software could allow an unauthenticated, remote attacker to cause a reload of an affected device or remotely execute code with elevated privileges.",Apply updates per vendor instructions.,15-04-22,17-03-17,9.8,CWE-20,NETWORK,LOW,CRITICAL,1
CVE-2017-12617,apache,Tomcat,Apache Tomcat Remote Code Execution Vulnerability,25-03-22,"When running Apache Tomcat, it is possible to upload a JSP file to the server via a specially crafted request. This JSP could then be requested and any code it contained would be executed by the server.",Apply updates per vendor instructions.,15-04-22,04-10-17,8.1,CWE-434,NETWORK,HIGH,HIGH,0
CVE-2017-12615,apache,Tomcat,Apache Tomcat on Windows Remote Code Execution Vulnerability,25-03-22,"When running Apache Tomcat on Windows with HTTP PUTs enabled, it is possible to upload a JSP file to the server via a specially crafted request. This JSP could then be requested and any code it contained would be executed by the server.",Apply updates per vendor instructions.,15-04-22,19-09-17,8.1,CWE-434,NETWORK,HIGH,HIGH,0
CVE-2017-0146,microsoft,Windows,Microsoft Windows SMB Remote Code Execution Vulnerability,25-03-22,The SMBv1 server in Microsoft Windows allows remote attackers to perform remote code execution.,Apply updates per vendor instructions.,15-04-22,17-03-17,8.1,CWE-20,NETWORK,HIGH,HIGH,0
CVE-2016-7892,adobe,Flash Player,Adobe Flash Player Use-After-Free Vulnerability,25-03-22,Adobe Flash Player has an exploitable use-after-free vulnerability in the TextField class.,The impacted product is end-of-life and should be disconnected if still in use.,15-04-22,15-12-16,9.8,CWE-416,NETWORK,LOW,CRITICAL,1
CVE-2016-4171,adobe,Flash Player,Adobe Flash Player Remote Code Execution Vulnerability,25-03-22,Unspecified vulnerability in Adobe Flash Player allows for remote code execution.,The impacted product is end-of-life and should be disconnected if still in use.,15-04-22,16-06-16,9.8,NVD-CWE-noinfo,NETWORK,LOW,CRITICAL,1
CVE-2016-1555,netgear,Wireless Access Point (WAP) Devices,NETGEAR Multiple WAP Devices Command Injection Vulnerability,25-03-22,Multiple NETGEAR Wireless Access Point devices allows unauthenticated web pages to pass form input directly to the command-line interface. Exploitation allows for arbitrary code execution.,Apply updates per vendor instructions.,15-04-22,21-04-17,9.8,CWE-77,NETWORK,LOW,CRITICAL,1
CVE-2016-11021,d-link,DCS-930L Devices,D-Link DCS-930L Devices OS Command Injection Vulnerability,25-03-22,setSystemCommand on D-Link DCS-930L devices allows a remote attacker to execute code via an OS command.,The impacted product is end-of-life and should be disconnected if still in use.,15-04-22,09-03-20,7.2,CWE-78,NETWORK,LOW,HIGH,0
CVE-2016-10174,netgear,WNR2000v5 Router,NETGEAR WNR2000v5 Router Buffer Overflow Vulnerability,25-03-22,The NETGEAR WNR2000v5 router contains a buffer overflow which can be exploited to achieve remote code execution.,Apply updates per vendor instructions.,15-04-22,30-01-17,9.8,CWE-119,NETWORK,LOW,CRITICAL,1
CVE-2016-0752,rails,Ruby on Rails,Ruby on Rails Directory Traversal Vulnerability,25-03-22,Directory traversal vulnerability in Action View in Ruby on Rails allows remote attackers to read arbitrary files.,Apply updates per vendor instructions.,15-04-22,16-02-16,7.5,CWE-22,NETWORK,LOW,HIGH,0
CVE-2022-0543,redis,Debian-specific Redis Servers,Debian-specific Redis Server Lua Sandbox Escape Vulnerability,28-03-22,"Redis is prone to a (Debian-specific) Lua sandbox escape, which could result in remote code execution.",Apply updates per vendor instructions.,18-04-22,18-02-22,10.0,NVD-CWE-noinfo,NETWORK,LOW,CRITICAL,1
CVE-2021-38646,microsoft,Office,Microsoft Office Access Connectivity Engine Remote Code Execution Vulnerability,28-03-22,Microsoft Office Access Connectivity Engine contains an unspecified vulnerability which can allow for remote code execution.,Apply updates per vendor instructions.,18-04-22,15-09-21,7.8,NVD-CWE-noinfo,LOCAL,LOW,HIGH,0
CVE-2021-34486,microsoft,Windows,Microsoft Windows Event Tracing Privilege Escalation Vulnerability,28-03-22,Microsoft Windows Event Tracing contains an unspecified vulnerability which can allow for privilege escalation.,Apply updates per vendor instructions.,18-04-22,12-08-21,7.8,CWE-269,LOCAL,LOW,HIGH,0
CVE-2021-26085,atlassian,Confluence Server,Atlassian Confluence Server Pre-Authorization Arbitrary File Read Vulnerability,28-03-22,Affected versions of Atlassian Confluence Server allow remote attackers to view restricted resources via a pre-authorization arbitrary file read vulnerability in the /s/ endpoint.,Apply updates per vendor instructions.,18-04-22,03-08-21,5.3,CWE-862,NETWORK,LOW,MEDIUM,2
CVE-2021-20028,sonicwall,Secure Remote Access (SRA),SonicWall Secure Remote Access (SRA) SQL Injection Vulnerability,28-03-22,SonicWall Secure Remote Access (SRA) products contain an improper neutralization of a SQL Command leading to SQL injection.,The impacted product is end-of-life and should be disconnected if still in use.,18-04-22,04-08-21,9.8,CWE-89,NETWORK,LOW,CRITICAL,1
CVE-2019-7483,sonicwall,SMA100,SonicWall SMA100 Directory Traversal Vulnerability,28-03-22,"In SonicWall SMA100, an unauthenticated Directory Traversal vulnerability in the handleWAFRedirect CGI allows the user to test for the presence of a file on the server.",Apply updates per vendor instructions.,18-04-22,19-12-19,7.5,CWE-22,NETWORK,LOW,HIGH,0
CVE-2018-8440,microsoft,Windows,Microsoft Windows Privilege Escalation Vulnerability,28-03-22,An elevation of privilege vulnerability exists when Windows improperly handles calls to Advanced Local Procedure Call (ALPC).,Apply updates per vendor instructions.,18-04-22,13-09-18,7.8,NVD-CWE-noinfo,LOCAL,LOW,HIGH,0
CVE-2018-8406,microsoft,DirectX Graphics Kernel (DXGKRNL),Microsoft DirectX Graphics Kernel Privilege Escalation Vulnerability,28-03-22,An elevation of privilege vulnerability exists when the DirectX Graphics Kernel (DXGKRNL) driver improperly handles objects in memory.,Apply updates per vendor instructions.,18-04-22,15-08-18,7.8,CWE-404,LOCAL,LOW,HIGH,0
CVE-2018-8405,microsoft,DirectX Graphics Kernel (DXGKRNL),Microsoft DirectX Graphics Kernel Privilege Escalation Vulnerability,28-03-22,An elevation of privilege vulnerability exists when the DirectX Graphics Kernel (DXGKRNL) driver improperly handles objects in memory.,Apply updates per vendor instructions.,18-04-22,15-08-18,7.8,CWE-404,LOCAL,LOW,HIGH,0
CVE-2017-0213,microsoft,Windows,Microsoft Windows Privilege Escalation Vulnerability,28-03-22,Microsoft Windows COM Aggregate Marshaler allows for privilege escalation when an attacker runs a specially crafted application.,Apply updates per vendor instructions.,18-04-22,12-05-17,4.7,NVD-CWE-noinfo,LOCAL,HIGH,MEDIUM,2
CVE-2017-0059,microsoft,Internet Explorer,Microsoft Internet Explorer Information Disclosure Vulnerability,28-03-22,Microsoft Internet Explorer allow remote attackers to obtain sensitive information from process memory via a crafted web site.,Apply updates per vendor instructions.,18-04-22,17-03-17,4.3,CWE-200,NETWORK,LOW,MEDIUM,2
CVE-2017-0037,microsoft,Edge and Internet Explorer,Microsoft Edge and Internet Explorer Type Confusion Vulnerability,28-03-22,"Microsoft Edge and Internet Explorer have a type confusion vulnerability in mshtml.dll, which allows remote code execution.",Apply updates per vendor instructions.,18-04-22,26-02-17,8.1,CWE-704,NETWORK,HIGH,HIGH,0
CVE-2016-7201,microsoft,Edge,Microsoft Edge Memory Corruption Vulnerability,28-03-22,The Chakra JavaScript scripting engine in Microsoft Edge allows remote attackers to execute remote code or cause a denial of service (memory corruption) via a crafted web site.,Apply updates per vendor instructions.,18-04-22,10-11-16,7.5,CWE-119,NETWORK,HIGH,HIGH,0
CVE-2016-7200,microsoft,Edge,Microsoft Edge Memory Corruption Vulnerability,28-03-22,The Chakra JavaScript scripting engine in Microsoft Edge allows remote attackers to execute remote code or cause a denial of service (memory corruption) via a crafted web site.,Apply updates per vendor instructions.,18-04-22,10-11-16,7.5,CWE-119,NETWORK,HIGH,HIGH,0
CVE-2016-0189,microsoft,Internet Explorer,Microsoft Internet Explorer Memory Corruption Vulnerability,28-03-22,"The Microsoft JScript nd VBScript engines, as used in Internet Explorer and other products, allow attackers to execute remote code or cause a denial of service (memory corruption) via a crafted web site.",Apply updates per vendor instructions.,18-04-22,11-05-16,7.5,CWE-119,NETWORK,HIGH,HIGH,0
CVE-2016-0151,microsoft,Client-Server Run-time Subsystem (CSRSS),Microsoft Windows CSRSS Security Feature Bypass Vulnerability,28-03-22,"The Client-Server Run-time Subsystem (CSRSS) in Microsoft mismanages process tokens, which allows local users to gain privileges via a crafted application.",Apply updates per vendor instructions.,18-04-22,12-04-16,7.8,CWE-264,LOCAL,LOW,HIGH,0
CVE-2016-0040,microsoft,Windows,Microsoft Windows Kernel Privilege Escalation Vulnerability,28-03-22,The kernel in Microsoft Windows allows local users to gain privileges via a crafted application.,Apply updates per vendor instructions.,18-04-22,10-02-16,7.8,CWE-264,LOCAL,LOW,HIGH,0
CVE-2022-26871,trend micro,Apex Central,Trend Micro Apex Central Arbitrary File Upload Vulnerability,31-03-22,An arbitrary file upload vulnerability in Trend Micro Apex Central could allow for remote code execution.,Apply updates per vendor instructions.,21-04-22,29-03-22,9.8,CWE-434,NETWORK,LOW,CRITICAL,1
CVE-2022-1040,sophos,Firewall,Sophos Firewall Authentication Bypass Vulnerability,31-03-22,An authentication bypass vulnerability in User Portal and Webadmin of Sophos Firewall allows for remote code execution.,Apply updates per vendor instructions.,21-04-22,25-03-22,9.8,CWE-287,NETWORK,LOW,CRITICAL,1
CVE-2021-34484,microsoft,Windows,Microsoft Windows User Profile Service Privilege Escalation Vulnerability,31-03-22,Microsoft Windows User Profile Service contains an unspecified vulnerability which allows for privilege escalation.,Apply updates per vendor instructions.,21-04-22,12-08-21,7.8,CWE-269,LOCAL,LOW,HIGH,0
CVE-2021-28799,qnap,Network Attached Storage (NAS),QNAP NAS Improper Authorization Vulnerability,31-03-22,QNAP NAS running HBS 3 contains an improper authorization vulnerability which can allow remote attackers to log in to a device.,Apply updates per vendor instructions.,21-04-22,13-05-21,9.8,CWE-863,NETWORK,LOW,CRITICAL,1
CVE-2021-21551,dell,dbutil Driver,Dell dbutil Driver Insufficient Access Control Vulnerability,31-03-22,"Dell dbutil driver contains an insufficient access control vulnerability which may lead to escalation of privileges, denial-of-service, or information disclosure.",Apply updates per vendor instructions.,21-04-22,04-05-21,7.8,CWE-863,LOCAL,LOW,HIGH,0
CVE-2018-10562,dasan,Gigabit Passive Optical Network (GPON) Routers,Dasan GPON Routers Command Injection Vulnerability,31-03-22,"Dasan GPON Routers contain an authentication bypass vulnerability. When combined with CVE-2018-10561, exploitation can allow an attacker to perform remote code execution.",The impacted product is end-of-life and should be disconnected if still in use.,21-04-22,04-05-18,9.8,CWE-78,NETWORK,LOW,CRITICAL,1
CVE-2018-10561,dasan,Gigabit Passive Optical Network (GPON) Routers,Dasan GPON Routers Authentication Bypass Vulnerability,31-03-22,"Dasan GPON Routers contain an authentication bypass vulnerability. When combined with CVE-2018-10562, exploitation can allow an attacker to perform remote code execution.",The impacted product is end-of-life and should be disconnected if still in use.,21-04-22,04-05-18,9.8,CWE-287,NETWORK,LOW,CRITICAL,1
CVE-2022-22965,vmware,Spring Framework,Spring Framework JDK 9+ Remote Code Execution Vulnerability,04-04-22,Spring MVC or Spring WebFlux application running on JDK 9+ may be vulnerable to remote code execution (RCE) via data binding.,Apply updates per vendor instructions.,25-04-22,01-04-22,9.8,CWE-94,NETWORK,LOW,CRITICAL,1
CVE-2021-45382,d-link,Multiple Routers,D-Link Multiple Routers Remote Code Execution Vulnerability,04-04-22,A remote code execution vulnerability exists in all series H/W revisions routers via the DDNS function in ncc2 binary file.,The impacted product is end-of-life and should be disconnected if still in use.,25-04-22,17-02-22,9.8,CWE-77,NETWORK,LOW,CRITICAL,1
CVE-2021-3156,sudo,Sudo,Sudo Heap-Based Buffer Overflow Vulnerability,06-04-22,"Sudo contains an off-by-one error that can result in a heap-based buffer overflow, which allows for privilege escalation.",Apply updates per vendor instructions.,27-04-22,26-01-21,7.8,CWE-193,LOCAL,LOW,HIGH,0
CVE-2021-31166,microsoft,HTTP Protocol Stack,Microsoft HTTP Protocol Stack Remote Code Execution Vulnerability,06-04-22,Microsoft HTTP Protocol Stack contains a vulnerability in http.sys that allows for remote code execution.,Apply updates per vendor instructions.,27-04-22,11-05-21,9.8,CWE-416,NETWORK,LOW,CRITICAL,1
CVE-2017-0148,microsoft,SMBv1 server,Microsoft SMBv1 Server Remote Code Execution Vulnerability,06-04-22,The SMBv1 server in Microsoft allows remote attackers to execute arbitrary code via crafted packets.,Apply updates per vendor instructions.,27-04-22,17-03-17,8.1,CWE-20,NETWORK,HIGH,HIGH,0
CVE-2022-23176,watchguard,Firebox and XTM,WatchGuard Firebox and XTM Privilege Escalation Vulnerability,11-04-22,WatchGuard Firebox and XTM appliances allow a remote attacker with unprivileged credentials to access the system with a privileged management session via exposed management access.,Apply updates per vendor instructions.,02-05-22,24-02-22,8.8,CWE-269,NETWORK,LOW,HIGH,0
CVE-2021-42287,microsoft,Active Directory,Microsoft Active Directory Domain Services Privilege Escalation Vulnerability,11-04-22,Microsoft Active Directory Domain Services contains an unspecified vulnerability which allows for privilege escalation.,Apply updates per vendor instructions.,02-05-22,10-11-21,8.8,CWE-269,NETWORK,LOW,HIGH,0
CVE-2021-42278,microsoft,Active Directory,Microsoft Active Directory Domain Services Privilege Escalation Vulnerability,11-04-22,Microsoft Active Directory Domain Services contains an unspecified vulnerability which allows for privilege escalation.,Apply updates per vendor instructions.,02-05-22,10-11-21,8.8,CWE-269,NETWORK,LOW,HIGH,0
